PLOT_CODE,TYPHA_PRESENT,SITE,REFERENCE,SAMPLE_YEAR,TYPE,INLAND,SHEAR_BOOM,LOG_FENCE,OFFSHORE_STRUCTURE,CREATION_YR,AGE,SAMPLING_AGE,AREA_MAPPED,AREA_INTENDED,RIVER,ARM,M_UPRIVER,KM_UPRIVER,GRAZING,ELEVATION,ELEV_ADJ,ELEV_ADJ_D,PROX_CHAN,CARELYN_MH,ALL_RICH,NAT_RICH,NN_RICH,SHANN,SIMP,RC_Native,RC_NonNative,RC_Invasive,RC_Unknown
09-008-A-2-3,no,09-008A,No,2015,Protruding,No,NO,NO,YES,1991,30,24,249.94,810,Fraser,Main,10716,10.72,1,2.130000114,1.930000114,19.30000114,2.32,NA,4,1,3,0,0,30.9278,0,69.0722,0
09-008-A-2-4,no,09-008A,No,2015,Protruding,No,NO,NO,YES,1991,30,24,249.94,810,Fraser,Main,10716,10.72,1,2.339999914,2.139999914,21.39999914,0.74,NA,6,2,4,0.114665,0.047591,34.1667,0.8333,65,0
09-008-A-2-5,no,09-008A,No,2015,Protruding,No,NO,NO,YES,1991,30,24,249.94,810,Fraser,Main,10716,10.72,1,2.230000019,2.030000019,20.30000019,1.36,NA,4,1,3,0,0,1.2658,0,98.7342,0
09-008-B-1-1,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,1.289999962,1.289999962,12.89999962,0.28,106,12,7,5,1.141113,0.5,61.0169,22.0339,11.8644,5.0847
09-008-B-1-10,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,2.160000086,1.960000086,19.60000086,1.82,NA,7,1,6,0,0,1.3333,10.6667,80,8
09-008-B-1-2,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,0.839999974,0.839999974,8.39999974,1.1,143,10,5,5,1.147291,0.619869,47.1264,34.4828,6.8966,11.4943
09-008-B-1-3,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,1.419999957,1.219999957,12.19999957,0.58,NA,3,1,2,0,0,6.9307,0,93.0693,0
09-008-B-1-4,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,1.159999967,0.959999967,9.59999967,0,147,6,3,3,1.026769,0.62173,61.2903,0,35.4839,3.2258
09-008-B-1-5,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,0.75,0.55,5.5,0,NA,8,6,2,0.748101,0.332359,80.4348,10.8696,0,8.6957
09-008-B-1-6,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,0.610000014,0.610000014,6.10000014,0.96,NA,10,6,4,1.224399,0.610612,41.1765,29.4118,24.7059,4.7059
09-008-B-1-7,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,1.370000005,1.170000005,11.70000005,0,NA,14,6,8,0.816623,0.374023,65.9794,18.5567,8.2474,7.2165
09-008-B-1-8,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,1,1,10,0,140,9,6,3,1.541976,0.734375,15.6863,78.4314,2.9412,2.9412
09-008-B-1-9,no,09-008B,No,2015,Protruding,No,NO,NO,YES,1991,30,24,177.62,810,Fraser,Main,10654,10.65,1,0.529999971,0.529999971,5.29999971,0,131,9,7,2,1.031035,0.477286,50,49.2958,0,0.7042
09-009-1-1,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.24000001,1.04000001,10.4000001,5.2,52,2,2,0,0.09503,0.037722,100,0,0,0
09-009-1-10,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.220000029,1.220000029,12.20000029,4.28,NA,2,2,0,0.366925,0.2112,100,0,0,0
09-009-1-11,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,0.800000012,0.600000012,6.00000012,4.51,108,1,1,0,0,0,100,0,0,0
09-009-1-12,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.590000033,1.390000033,13.90000033,6.89,57,2,2,0,0.673012,0.48,100,0,0,0
09-009-1-13,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.129999995,0.929999995,9.29999995,11.33,NA,2,2,0,0.121692,0.051247,100,0,0,0
09-009-1-14,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,0.980000019,0.780000019,7.80000019,8.59,118,2,2,0,0.198515,0.095,100,0,0,0
09-009-1-15,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.580000043,1.380000043,13.80000043,6.43,NA,4,4,0,0.84977,0.537992,100,0,0,0
09-009-1-2,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.059999943,0.859999943,8.59999943,4.1,100,2,2,0,0.610864,0.42,100,0,0,0
09-009-1-3,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.129999995,0.929999995,9.29999995,7.24,85,2,2,0,0.500402,0.32,100,0,0,0
09-009-1-4,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.129999995,0.929999995,9.29999995,4.06,65,2,2,0,0.078516,0.029844,100,0,0,0
09-009-1-5,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,0.949999988,0.749999988,7.49999988,3.93,125,1,1,0,0,0,100,0,0,0
09-009-1-6,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.080000043,0.880000043,8.80000043,5.77,95,4,3,1,0.730665,0.492457,97.619,0,2.381,0
09-009-1-7,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,0.899999976,0.699999976,6.99999976,6.88,118,2,2,0,0.325083,0.18,100,0,0,0
09-009-1-8,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.399999976,1.199999976,11.99999976,8.13,60,2,2,0,0.656901,0.464194,100,0,0,0
09-009-1-9,no,09-009,No,2015,Protruding,No,NO,NO,NO,1993,28,22,738.09,550,Fraser,Main,4616,4.62,0,1.830000043,1.630000043,16.30000043,6.74,54,2,2,0,0.152005,0.067713,100,0,0,0
09-013-1-1,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,1.149999976,0.949999976,9.49999976,3.9,169,7,6,1,1.103009,0.538297,83.4437,16.5563,0,0
09-013-1-10,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.870000005,0.870000005,8.70000005,4.69,90,9,7,2,0.882979,0.394151,75.6614,15.873,0,8.4656
09-013-1-11,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.579999983,0.379999983,3.79999983,11.84,169,6,4,2,0.802786,0.415346,61.039,35.7143,0,3.2468
09-013-1-12,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.920000017,0.720000017,7.20000017,9.08,NA,4,2,2,0.214559,0.104938,77.9221,21.645,0,0.4329
09-013-1-13,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,1.230000019,1.030000019,10.30000019,2.6,160,10,6,4,1.245965,0.613597,64.6875,12.8125,22.5,0
09-013-1-14,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.550000012,0.350000012,3.50000012,7.32,185,7,5,2,0.985182,0.533149,66.4063,31.25,0,2.3438
09-013-1-15,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.540000021,0.340000021,3.40000021,11.58,193,5,2,3,0.286836,0.152778,32.7273,60,0,7.2727
09-013-1-16,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.699999988,0.499999988,4.99999988,9.43,143,8,6,2,1.390758,0.708546,48.2759,17.2414,34.4828,0
09-013-1-2,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.860000014,0.860000014,8.60000014,5.43,94,8,4,4,1.115292,0.640533,41.9355,28.2258,28.2258,1.6129
09-013-1-3,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.600000024,0.400000024,4.00000024,3.07,220,4,2,2,0.118064,0.049351,77.451,19.6078,0,2.9412
09-013-1-4,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.879999995,0.679999995,6.79999995,4.76,153,7,5,2,0.748348,0.349027,81.0345,17.2414,1.7241,0
09-013-1-5,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.889999986,0.689999986,6.89999986,14.27,166,6,4,2,0.563042,0.327625,79.7753,14.9813,0,5.2434
09-013-1-6,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.930000007,0.730000007,7.30000007,3.58,132,6,5,1,1.458585,0.747922,17.757,0,82.243,0
09-013-1-7,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.680000007,0.480000007,4.80000007,16.81,193,7,5,2,1.129964,0.619141,64.6465,30.303,0,5.0505
09-013-1-8,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.349999994,0.149999994,1.49999994,18.65,193,7,5,2,0.961508,0.475223,56.4356,39.604,0,3.9604
09-013-1-9,no,09-013,No,2015,Protruding,No,NO,NO,NO,1997,24,18,2689.58,2780,Fraser,Main,10592,10.59,0,0.5,0.3,3,7.14,135,7,5,2,0.707562,0.405396,59.8131,37.3832,0,2.8037
09-015-1-1,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.059999999,-0.140000001,-1.40000001,0.45,165,3,3,0,0.487046,0.242141,100,0,0,0
09-015-1-10,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.829999983,0.629999983,6.29999983,4.63,182,5,3,2,0.26153,0.110901,90.7895,2.6316,6.5789,0
09-015-1-11,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,1.210000038,1.010000038,10.10000038,0.98,167,2,2,0,0.288934,0.154238,100,0,0,0
09-015-1-12,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,1.100000024,0.900000024,9.00000024,3.09,114,5,2,3,0.282739,0.149938,55.0562,2.2472,42.6966,0
09-015-1-13,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.119999997,-0.080000003,-0.80000003,0,123,6,6,0,0.999303,0.459874,100,0,0,0
09-015-1-14,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.629999995,0.429999995,4.29999995,1.04,138,6,6,0,0.666957,0.306919,100,0,0,0
09-015-1-15,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.579999983,0.379999983,3.79999983,1.09,203,5,5,0,0.709633,0.355014,100,0,0,0
09-015-1-2,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.25999999,0.05999999,0.5999999,0.91,235,5,4,1,0.368436,0.177951,99.3103,0.6897,0,0
09-015-1-3,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.340000004,0.140000004,1.40000004,2.26,NA,5,4,1,1.207724,0.675737,84.8485,15.1515,0,0
09-015-1-4,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,-0.059999999,-0.259999999,-2.59999999,0,131,4,3,1,0.632592,0.376222,98.75,0,0,1.25
09-015-1-5,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.800000012,0.600000012,6.00000012,0.94,161,4,3,1,0.501047,0.253968,96.3303,0,3.6697,0
09-015-1-6,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.810000002,0.610000002,6.10000002,1.38,144,3,2,1,0.255464,0.131415,90.8257,0,9.1743,0
09-015-1-7,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.189999998,-0.010000002,-0.10000002,0,125,4,4,0,1.01109,0.577002,100,0,0,0
09-015-1-8,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,0.140000001,-0.059999999,-0.59999999,0,148,6,5,1,0.517529,0.233425,92.4171,0,7.5829,0
09-015-1-9,no,09-015,No,2015,Protruding,No,NO,NO,NO,2000,21,15,1613.49,900,Fraser,Main,11860,11.86,0,1.019999981,0.819999981,8.19999981,2.56,177,3,3,0,0.280768,0.124028,100,0,0,0
10-002-A-1-01,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.440000057,1.240000057,12.40000057,70.68,NA,6,4,2,1.149152,0.643599,20.6061,0,79.3939,0
10-002-A-1-02,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.149999976,0.949999976,9.49999976,47.28,NA,2,0,2,0,1,0,0,100,0
10-002-A-1-03,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.00999999,0.80999999,8.0999999,50.18,253,4,3,1,0.550273,0.289116,97.6744,0,0,2.3256
10-002-A-1-04,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.299999952,1.299999952,12.99999952,60.69,NA,7,6,1,0.898316,0.425056,83.4711,0,0,16.5289
10-002-A-1-05,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.129999995,1.129999995,11.29999995,31.73,197,6,3,3,1.043353,0.632813,14.4144,85.5856,0,0
10-002-A-1-06,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.460000038,1.260000038,12.60000038,85.24,NA,2,1,1,0,0,92.3077,0,7.6923,0
10-002-A-1-07,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.200000048,1.000000048,10.00000048,14.73,NA,1,1,0,0,0,100,0,0,0
10-002-A-1-08,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.25999999,1.05999999,10.5999999,44.62,NA,1,0,1,0,1,0,0,100,0
10-002-A-1-09,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.100000024,0.900000024,9.00000024,33.73,NA,11,7,4,1.334252,0.614379,33.7748,9.9338,56.2914,0
10-002-A-1-10,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.340000033,1.140000033,11.40000033,62.39,250,3,3,0,0.841685,0.499055,100,0,0,0
10-002-A-1-11,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.330000043,1.130000043,11.30000043,55.87,NA,2,1,1,0,0,6.9767,0,93.0233,0
10-002-A-1-12,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,0.74000001,0.74000001,7.4000001,10.77,NA,5,4,1,0.538358,0.273955,94.6809,0,0,5.3191
10-002-A-1-13,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.860000014,1.660000014,16.60000014,9.73,NA,4,2,2,0.114665,0.047591,94.2529,1.1494,4.5977,0
10-002-A-1-14,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,0.610000014,0.610000014,6.10000014,21.67,NA,8,5,3,0.85019,0.448129,56.3758,3.3557,40.2685,0
10-002-A-1-15,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.320000052,1.120000052,11.20000052,60.45,NA,8,6,2,1.354554,0.669191,35.0785,0,64.9215,0
10-002-A-1-16,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.419999957,1.219999957,12.19999957,75.12,NA,2,1,1,0,0,12.5,0,87.5,0
10-002-A-1-17,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.070000052,0.870000052,8.70000052,56.76,136,3,2,1,0.540204,0.35503,19.1176,0,80.8824,0
10-002-A-1-18,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.409999967,1.209999967,12.09999967,68.46,NA,4,3,1,0.904502,0.56375,95.2381,0,0,4.7619
10-002-A-1-19,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.25999999,1.05999999,10.5999999,26.49,NA,1,0,1,0,1,0,0,100,0
10-002-A-1-20,yes,10-002A,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,15320.29,10000,Fraser,Main,15062,15.06,0,1.50999999,1.30999999,13.0999999,71.71,NA,1,0,1,0,1,0,0,100,0
10-002-B-1-03,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.350000024,1.100000024,11.00000024,7.51,125,10,5,5,0.836814,0.505112,78.6885,19.6721,0,1.6393
10-002-B-1-06,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.49000001,1.24000001,12.4000001,8.82,155,8,4,4,0.297004,0.119575,74.1313,25.4826,0,0.3861
10-002-B-1-08,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.320000052,1.070000052,10.70000052,7.21,134,10,6,4,0.512674,0.203313,76.5152,6.0606,17.4242,0
10-002-B-1-12,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.159999967,0.909999967,9.09999967,18.52,76,8,5,3,0.996314,0.539431,51.5982,0,45.6621,2.7397
10-002-B-1-14,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.309999943,1.059999943,10.59999943,17.35,NA,8,5,3,0.329116,0.130242,77.4038,19.7115,2.8846,0
10-002-B-1-16,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.429999948,1.179999948,11.79999948,15.6,98,13,6,7,1.082905,0.497988,54.6218,40.3361,0.8403,4.2017
10-002-B-1-17,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.389999986,1.139999986,11.39999986,12.43,114,14,9,5,1.305639,0.54803,80.6763,9.6618,9.6618,0
10-002-B-1-18,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.220000029,0.970000029,9.70000029,15.93,123,14,5,9,0.99345,0.556606,46.9388,10.2041,36.0544,6.8027
10-002-B-1-24,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.74000001,1.49000001,14.9000001,12.22,158,13,11,2,1.326798,0.529938,92.2156,7.7844,0,0
10-002-B-2-01,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,0.970000029,0.720000029,7.20000029,13.24,NA,3,2,1,0.450561,0.277778,96.4286,0,3.5714,0
10-002-B-2-02,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.110000014,0.860000014,8.60000014,20.75,NA,5,2,3,0.304636,0.165289,81.4815,3.7037,7.4074,7.4074
10-002-B-2-04,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.100000024,0.850000024,8.50000024,29.46,NA,3,2,1,0.673012,0.48,90.9091,0,0,9.0909
10-002-B-2-05,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.149999976,0.899999976,8.99999976,18.64,NA,5,2,3,0.348832,0.197531,69.2308,0,15.3846,15.3846
10-002-B-2-07,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.090000033,0.840000033,8.40000033,32.57,NA,1,0,1,0,1,0,0,0,100
10-002-B-2-10,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.139999986,0.889999986,8.89999986,22.95,NA,8,3,5,1.039721,0.625,23.5294,17.6471,17.6471,41.1765
10-002-B-2-11,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.070000052,0.820000052,8.20000052,22.65,NA,3,1,2,0,0,80,6.6667,0,13.3333
10-002-B-2-13,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.149999976,0.899999976,8.99999976,39.69,NA,5,2,3,0.693147,0.5,75.4717,1.8868,3.7736,18.8679
10-002-B-2-15,no,10-002B,No,2015,Basin,Yes,NO,NO,NO,1988,33,27,3742.3,10000,Fraser,Main,15504,15.5,0,1.139999986,0.889999986,8.89999986,31.33,NA,2,0,2,0,1,0,0,100,0
10-003-1-1,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.529999971,1.329999971,13.29999971,14.28,120,9,5,4,1.112463,0.567273,57.2917,26.0417,2.0833,14.5833
10-003-1-2,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.779999971,1.529999971,15.29999971,16.88,NA,5,2,3,0.636514,0.444444,45,5,50,0
10-003-1-4,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.419999957,1.219999957,12.19999957,14.25,59,11,6,5,1.426339,0.692245,46.0526,22.3684,31.5789,0
10-003-1-5,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.419999957,1.194999957,11.94999957,23.53,NA,3,3,0,0.958692,0.567474,100,0,0,0
10-003-1-6,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.5,1.3,13,18.13,69,7,5,2,0.942882,0.455309,90.6542,0,2.8037,6.5421
10-003-1-7,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.25,1.025,10.25,20.82,NA,3,1,2,0,0,40,0,60,0
10-003-1-8,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.480000019,1.280000019,12.80000019,30.3,NA,4,2,2,0.450561,0.277778,81.8182,18.1818,0,0
10-003-2-2,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.159999967,1.159999967,11.59999967,6.6,NA,3,0,3,0,1,0,13.0435,86.9565,0
10-003-2-3,no,10-003,No,2015,Embayment,No,NO,NO,NO,1989,32,26,227.04,180,Fraser,Main,17370,17.37,0,1.129999995,1.129999995,11.29999995,11.83,NA,2,1,1,0,0,62.5,0,37.5,0
10-004-1-01,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.519999981,1.319999981,13.19999981,4.41,NA,4,2,2,0.121692,0.051247,69.7248,18.3486,0,11.9266
10-004-1-02,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,0.970000029,0.770000029,7.70000029,17.69,209,6,4,2,0.772569,0.411215,53.2338,44.7761,0,1.99
10-004-1-04,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.460000038,1.260000038,12.60000038,13.62,NA,3,2,1,0.032721,0.010416,93.1707,6.8293,0,0
10-004-1-05,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.039999962,0.839999962,8.39999962,6.08,188,3,2,1,0.286836,0.152778,82.1918,17.8082,0,0
10-004-1-06,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.039999962,0.839999962,8.39999962,11.35,NA,5,2,3,0.062178,0.022469,78.5714,17.8571,2.6786,0.8929
10-004-1-07,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,0.810000002,0.610000002,6.10000002,10.39,NA,3,1,2,0,0,97.561,2.439,0,0
10-004-1-08,no,10-004,No,2015,Protruding,No,NO,NO,YES,1995,26,20,1371.69,1525,Fraser,Main,14129,14.13,0,1.299999952,1.099999952,10.99999952,2.64,NA,3,2,1,0.500402,0.32,5.8824,0,94.1176,0
